School_Year,School_Name,Teacher_Name,Student_ID,Current_Grade,Test_Date,Test_Type,Scaled_Score,Percentile_Rank,Current_SGP
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1680,2,11/11/2020,Star Reading Enterprise Tests,8,1,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,2076,2,9/9/2020,Star Reading Enterprise Tests,8,1,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,2053,2,1/19/2021,Star Reading Enterprise Tests,8,1,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,2033,2,9/8/2020,Star Reading Enterprise Tests,8,1,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1613,2,11/6/2020,Star Reading Enterprise Tests,8,1,
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1969,2,1/19/2021,Star Reading Enterprise Tests,8,1,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1708,2,9/8/2020,Star Reading Enterprise Tests,8,1,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1873,2,9/9/2020,Star Reading Enterprise Tests,8,1,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1588,2,1/19/2021,Star Reading Enterprise Tests,8,1,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1708,2,3/5/2021,Star Reading Enterprise Tests,8,1,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,2033,2,9/14/2020,Star Reading Enterprise Tests,8,1,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1528,2,9/15/2020,Star Reading Enterprise Tests,8,1,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,2041,2,1/19/2021,Star Reading Enterprise Tests,8,1,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,1648,2,9/10/2020,Star Reading Enterprise Tests,8,1,
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,2019,2,9/15/2020,Star Reading Enterprise Tests,8,1,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1509,2,11/4/2020,Star Reading Enterprise Tests,8,1,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1744,2,11/4/2020,Star Reading Enterprise Tests,8,1,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1552,2,1/19/2021,Star Reading Enterprise Tests,8,1,
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,1606,2,9/9/2020,Star Reading Enterprise Tests,8,1,
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1508,2,11/2/2020,Star Reading Enterprise Tests,8,1,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,1659,2,11/5/2020,Star Reading Enterprise Tests,8,1,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,2041,2,9/8/2020,Star Reading Enterprise Tests,8,1,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1880,2,11/4/2020,Star Reading Enterprise Tests,8,1,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1796,2,11/4/2020,Star Reading Enterprise Tests,8,1,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1842,2,11/2/2020,Star Reading Enterprise Tests,8,1,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1599,2,1/19/2021,Star Reading Enterprise Tests,8,1,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1873,2,11/2/2020,Star Reading Enterprise Tests,66,1,5
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,2041,2,9/8/2020,Star Reading Enterprise Tests,67,1,5
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1860,2,9/8/2020,Star Reading Enterprise Tests,67,1,7
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1509,2,9/8/2020,Star Reading Enterprise Tests,67,1,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1518,2,1/19/2021,Star Reading Enterprise Tests,68,1,2
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1794,2,1/21/2021,Star Reading Enterprise Tests,68,1,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1763,2,11/6/2020,Star Reading Enterprise Tests,70,1,2
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,2161,2,1/19/2021,Star Reading Enterprise Tests,70,1,9
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1744,2,1/19/2021,Star Reading Enterprise Tests,70,1,6
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1613,2,11/4/2020,Star Reading Enterprise Tests,70,1,6
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1969,2,11/4/2020,Star Reading Enterprise Tests,70,1,7
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1969,2,11/4/2020,Star Reading Enterprise Tests,71,1,8
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1604,2,1/20/2021,Star Reading Enterprise Tests,72,2,25
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1604,2,11/6/2020,Star Reading Enterprise Tests,72,1,8
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,2161,2,11/4/2020,Star Reading Enterprise Tests,72,3,
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1649,2,11/4/2020,Star Reading Enterprise Tests,72,2,
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1650,2,9/10/2020,Star Reading Enterprise Tests,72,2,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1666,2,1/21/2021,Star Reading Enterprise Tests,72,3,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1704,2,11/4/2020,Star Reading Enterprise Tests,73,2,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,2041,2,9/8/2020,Star Reading Enterprise Tests,73,3,40
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,2114,2,11/4/2020,Star Reading Enterprise Tests,73,2,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1708,2,11/5/2020,Star Reading Enterprise Tests,73,2,13
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,2089,2,9/15/2020,Star Reading Enterprise Tests,73,1,3
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,2113,2,1/21/2021,Star Reading Enterprise Tests,73,3,17
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,2019,2,11/9/2020,Star Reading Enterprise Tests,74,4,
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1744,2,9/9/2020,Star Reading Enterprise Tests,74,1,7
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,1589,2,1/19/2021,Star Reading Enterprise Tests,74,2,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1604,2,9/9/2020,Star Reading Enterprise Tests,74,4,40
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,1833,2,1/19/2021,Star Reading Enterprise Tests,74,2,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1575,2,9/8/2020,Star Reading Enterprise Tests,75,3,
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1613,2,9/8/2020,Star Reading Enterprise Tests,75,4,
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,1606,2,1/19/2021,Star Reading Enterprise Tests,75,3,
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,1909,2,11/2/2020,Star Reading Enterprise Tests,75,3,
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,2114,2,9/9/2020,Star Reading Enterprise Tests,76,5,
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,2161,2,1/19/2021,Star Reading Enterprise Tests,76,5,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,2036,2,11/4/2020,Star Reading Enterprise Tests,76,3,
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1943,2,9/8/2020,Star Reading Enterprise Tests,76,3,
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,1833,2,11/15/2020,Star Reading Enterprise Tests,77,4,11
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,2089,2,9/8/2020,Star Reading Enterprise Tests,77,4,20
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1680,2,1/19/2021,Star Reading Enterprise Tests,77,3,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1796,2,1/21/2021,Star Reading Enterprise Tests,77,6,
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1873,2,1/19/2021,Star Reading Enterprise Tests,77,4,34
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1781,2,11/5/2020,Star Reading Enterprise Tests,77,5,42
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1668,2,1/19/2021,Star Reading Enterprise Tests,77,2,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1733,2,1/19/2021,Star Reading Enterprise Tests,77,3,28
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1702,2,9/10/2020,Star Reading Enterprise Tests,77,5,
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1763,2,1/19/2021,Star Reading Enterprise Tests,78,2,5
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,2120,2,11/2/2020,Star Reading Enterprise Tests,78,4,22
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1495,2,9/9/2020,Star Reading Enterprise Tests,78,4,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1967,2,1/19/2021,Star Reading Enterprise Tests,79,6,23
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1562,2,11/4/2020,Star Reading Enterprise Tests,79,6,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,2036,2,9/28/2020,Star Reading Enterprise Tests,79,5,
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1518,2,11/5/2020,Star Reading Enterprise Tests,79,7,
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1518,2,1/21/2021,Star Reading Enterprise Tests,80,5,
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1649,2,1/21/2021,Star Reading Enterprise Tests,80,3,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1623,2,11/5/2020,Star Reading Enterprise Tests,80,3,15
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1508,2,1/21/2021,Star Reading Enterprise Tests,80,5,8
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,2159,2,9/8/2020,Star Reading Enterprise Tests,80,7,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1795,2,9/8/2020,Star Reading Enterprise Tests,80,5,26
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1623,2,9/9/2020,Star Reading Enterprise Tests,80,7,
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1733,2,11/5/2020,Star Reading Enterprise Tests,81,4,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1796,2,9/8/2020,Star Reading Enterprise Tests,82,8,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1668,2,1/19/2021,Star Reading Enterprise Tests,82,6,42
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1794,2,11/4/2020,Star Reading Enterprise Tests,82,6,12
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1760,2,1/21/2021,Star Reading Enterprise Tests,82,8,
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1508,2,1/19/2021,Star Reading Enterprise Tests,82,8,11
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1557,2,9/15/2020,Star Reading Enterprise Tests,82,4,10
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1786,2,11/4/2020,Star Reading Enterprise Tests,82,6,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1891,2,11/9/2020,Star Reading Enterprise Tests,83,9,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,2041,2,9/9/2020,Star Reading Enterprise Tests,83,4,38
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1781,2,9/9/2020,Star Reading Enterprise Tests,83,6,43
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1763,2,1/19/2021,Star Reading Enterprise Tests,83,6,25
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1588,2,11/11/2020,Star Reading Enterprise Tests,83,4,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,2036,2,9/11/2020,Star Reading Enterprise Tests,84,5,11
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,2089,2,1/19/2021,Star Reading Enterprise Tests,84,9,37
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1459,2,1/19/2021,Star Reading Enterprise Tests,84,9,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,2121,2,1/21/2021,Star Reading Enterprise Tests,84,10,
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1650,2,1/19/2021,Star Reading Enterprise Tests,84,5,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1599,2,9/17/2020,Star Reading Enterprise Tests,84,7,27
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1744,2,9/9/2020,Star Reading Enterprise Tests,85,7,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,2121,2,1/19/2021,Star Reading Enterprise Tests,85,7,
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,2129,2,1/19/2021,Star Reading Enterprise Tests,85,10,73
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1481,2,9/9/2020,Star Reading Enterprise Tests,85,7,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,2120,2,11/5/2020,Star Reading Enterprise Tests,85,10,35
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1666,2,1/19/2021,Star Reading Enterprise Tests,85,7,
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,2161,2,1/19/2021,Star Reading Enterprise Tests,85,7,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1593,2,9/9/2020,Star Reading Enterprise Tests,86,8,54
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1849,2,9/8/2020,Star Reading Enterprise Tests,86,8,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1686,2,11/2/2020,Star Reading Enterprise Tests,86,8,20
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,2155,2,9/10/2020,Star Reading Enterprise Tests,86,8,
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,1833,2,1/19/2021,Star Reading Enterprise Tests,87,9,20
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1943,2,9/10/2020,Star Reading Enterprise Tests,87,12,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1839,2,9/8/2020,Star Reading Enterprise Tests,87,12,28
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1508,2,9/11/2020,Star Reading Enterprise Tests,87,8,12
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1763,2,1/19/2021,Star Reading Enterprise Tests,87,12,36
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1728,2,1/19/2021,Star Reading Enterprise Tests,87,6,2
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1796,2,1/21/2021,Star Reading Enterprise Tests,88,9,
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,1806,2,1/25/2021,Star Reading Enterprise Tests,88,13,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1708,2,11/2/2020,Star Reading Enterprise Tests,88,6,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,1909,2,11/5/2020,Star Reading Enterprise Tests,88,6,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,2070,2,1/19/2021,Star Reading Enterprise Tests,88,9,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1764,2,9/11/2020,Star Reading Enterprise Tests,89,7,14
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,2029,2,11/5/2020,Star Reading Enterprise Tests,90,10,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1593,2,11/6/2020,Star Reading Enterprise Tests,90,14,70
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,2048,2,9/9/2020,Star Reading Enterprise Tests,90,10,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,2144,2,11/4/2020,Star Reading Enterprise Tests,91,11,
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1528,2,1/19/2021,Star Reading Enterprise Tests,91,11,
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,2142,2,1/19/2021,Star Reading Enterprise Tests,92,16,
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1575,2,11/4/2020,Star Reading Enterprise Tests,93,8,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,2153,2,11/9/2020,Star Reading Enterprise Tests,94,16,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1512,2,11/4/2020,Star Reading Enterprise Tests,94,8,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,2121,2,11/5/2020,Star Reading Enterprise Tests,95,9,26
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,2014,2,11/4/2020,Star Reading Enterprise Tests,95,12,
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1849,2,1/20/2021,Star Reading Enterprise Tests,96,17,
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1481,2,9/8/2020,Star Reading Enterprise Tests,98,10,9
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1812,2,11/2/2020,Star Reading Enterprise Tests,98,10,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,2144,2,1/19/2021,Star Reading Enterprise Tests,100,10,18
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1459,2,9/8/2020,Star Reading Enterprise Tests,101,15,
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1481,2,11/2/2020,Star Reading Enterprise Tests,101,20,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,2053,2,9/10/2020,Star Reading Enterprise Tests,101,15,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1512,2,9/9/2020,Star Reading Enterprise Tests,101,10,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,1589,2,11/4/2020,Star Reading Enterprise Tests,101,10,2
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,2149,2,9/9/2020,Star Reading Enterprise Tests,102,20,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1467,2,9/14/2020,Star Reading Enterprise Tests,103,21,42
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1692,2,11/4/2020,Star Reading Enterprise Tests,103,8,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1598,2,9/11/2020,Star Reading Enterprise Tests,105,16,62
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1725,2,11/6/2020,Star Reading Enterprise Tests,105,12,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1704,2,1/19/2021,Star Reading Enterprise Tests,106,22,
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,2159,2,9/10/2020,Star Reading Enterprise Tests,106,12,46
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1552,2,11/13/2020,Star Reading Enterprise Tests,106,12,19
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1686,2,9/8/2020,Star Reading Enterprise Tests,107,12,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,2089,2,9/9/2020,Star Reading Enterprise Tests,107,17,51
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1921,2,1/19/2021,Star Reading Enterprise Tests,108,23,42
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,2029,2,9/10/2020,Star Reading Enterprise Tests,108,23,
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1864,2,1/19/2021,Star Reading Enterprise Tests,109,23,
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,2082,2,1/19/2021,Star Reading Enterprise Tests,109,18,
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1849,2,9/8/2020,Star Reading Enterprise Tests,111,13,17
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1702,2,9/10/2020,Star Reading Enterprise Tests,114,13,58
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1552,2,9/11/2020,Star Reading Enterprise Tests,114,19,
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,2129,2,1/19/2021,Star Reading Enterprise Tests,115,19,82
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1737,2,1/19/2021,Star Reading Enterprise Tests,117,19,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,2105,2,1/19/2021,Star Reading Enterprise Tests,120,15,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1453,2,1/21/2021,Star Reading Enterprise Tests,122,20,
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1523,2,1/19/2021,Star Reading Enterprise Tests,122,11,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1864,2,9/10/2020,Star Reading Enterprise Tests,123,20,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1728,2,9/9/2020,Star Reading Enterprise Tests,124,26,
